ticker,company_name,sec_filing_type,filing_date,cusip,isin,security_type,principal_amount,currency,face_value,interest_rate,coupon_type,payment_frequency,rate_benchmark,rate_spread,rate_floor,rate_cap,reset_frequency,next_reset_date,issue_date,dated_date,first_payment_date,maturity_date,callable,first_call_date,call_price,puttable,first_put_date,put_price,convertible,conversion_price,conversion_ratio,deferral_allowed,max_deferral_period,deferred_interest_cumulative,cik,accession_number,filing_url
AES,The AES Corporation,8-K,2025-08-01,,,SeniorUnsecured,800000000,USD,1000,0.058,Fixed,SemiAnnual,Fixed,,,,,,2025-03-20,,2025-09-15,2032-03-15,True,,,True,,101.0,,,,,,,0000874761,0000874761-25-000071,https://www.sec.gov/Archives/edgar/data/874761/000087476125000071/aes-20250731.htm
